,username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink
1536,Michael E. Mann,MichaelEMann,2019-09-05 03:47,38,130,"Donald Trump thinks that climate change is a hoax"" - @ BernieSanders I doubt that's true. It's worse than that. He probably knows better than that but is simply taking marching orders from polluting interests. That's the real problem. # CNNClimateTownHall""",,@,#,1.1694116246057574e+18,https://twitter.com/MichaelEMann/status/1169411624605757440
1537,Michael E. Mann,MichaelEMann,2019-09-05 03:09,108,374,"Whoah--tough question for @ JoeBiden: how can we trust him on climate when he's doing a fundraiser for a fossil fuel industry executive tomorrow? In response, listing some good things he's done in the past. But what's he done lately? # CNNClimateTownHall",,@,#,1.169402111291011e+18,https://twitter.com/MichaelEMann/status/1169402111291011072
1538,Michael E. Mann,MichaelEMann,2019-09-05 02:29,35,82,"Got climate change denier liars in your feed, promoting Tim Ball's doctored graphs and other related denialist nonsense? Here's a one-stop shop for you: https://twitter.com/MichaelEMann/status/1168941188696748032 …",,,,1.1693921514337649e+18,https://twitter.com/MichaelEMann/status/1169392151433764866
1539,Michael E. Mann,MichaelEMann,2019-09-05 01:20,70,471,Let me just say that @ CNN is doing a great job. Honestly impressed with @ wolfblitzer’s command of the climate issue including the nuances and fine points... # CNNClimateTownhall,,@ @,#,1.169374821316272e+18,https://twitter.com/MichaelEMann/status/1169374821316272129
1540,Michael E. Mann,MichaelEMann,2019-09-05 00:48,220,777,Interesting comment from @ AndrewYang at @ CNN climate townhall: need alternative metrics to measure health of our society. GDP from the time it was first defined was known to be a flawed measure as it ignores issues of sustainability and well-being and undervalues climate action.,,@ @,,1.1693667189275935e+18,https://twitter.com/MichaelEMann/status/1169366718927593472
1541,Michael E. Mann,MichaelEMann,2019-09-04 19:04,66,89,"Trump's rollback of climate change regulations will be felt far beyond his presidency"" by @ DrewKann for @ CNN:https://www.cnn.com/2019/09/04/politics/trump-climate-change-policy-rollbacks/index.html …""",,@ @,,1.1692800745976996e+18,https://twitter.com/MichaelEMann/status/1169280074597699585
1542,Michael E. Mann,MichaelEMann,2019-09-04 01:40,44,114,The bot army control knob has been turned up to 11 in advance of the presidential climate debates and upcoming UN Climate Summit.. https://twitter.com/Arthur59611540/status/1169016716015411200 …,,,,1.1690172932816445e+18,https://twitter.com/MichaelEMann/status/1169017293281644544
1543,Michael E. Mann,MichaelEMann,2019-09-03 20:37,65,145,"One stop shop for debunking climate change deniers' recent claims about the Tim Ball lawsuit, courtesy of @ Quora:https://www.quora.com/Why-would-Michael-Mann-who-invented-the-hockey-stick-model-refuse-to-release-his-cherry-picked-research-data-in-a-court-of-law/answer/Roger-Fjellstad-Olsen?ch=10&share=eea3e474&srid=O6Mzh …",,@,,1.168941188696748e+18,https://twitter.com/MichaelEMann/status/1168941188696748032
1544,Michael E. Mann,MichaelEMann,2019-09-03 06:08,485,781,Climate change denier Tim Ball & his supporters have been promoting a fake graph on twitter (lower left). See the real version of the graph (right) and read what legitimate researchers have had to say about it in the peer-reviewed literature: https://pubs.giss.nasa.gov/docs/2009/2009_Jones_jo00100w.pdf …pic.twitter.com/YxokeXbDYj,,,,1.1687224879847547e+18,https://twitter.com/MichaelEMann/status/1168722487984754691
1545,Michael E. Mann,MichaelEMann,2019-09-02 22:01,79,197,Climate change deniers still trying to discredit the # hockeystick are a lot like the last Japanese soldier who was found still fighting WWII... # MadhouseEffect https://skepticalscience.com/broken-hockey-stick.htm … https://thinkprogress.org/most-comprehensive-paleoclimate-reconstruction-confirms-hockey-stick-e7ce8c3a2384/ … https://blogs.scientificamerican.com/observations/earth-day-and-the-hockey-stick-a-singular-message/ … https://www.sciencenews.org/article/global-warming-today-unlike-last-2000-years-climate-shifts …pic.twitter.com/5b1Vd22W6Q,,,# #,1.1685997410070487e+18,https://twitter.com/MichaelEMann/status/1168599741007048704
1546,Michael E. Mann,MichaelEMann,2019-09-01 23:46,55,64,It is sobering that the launch of our new @ SDG_Academy/ @ edXOnline free online # climatechange course happens to coincide with a record strength Atlantic hurricane landfall (https://abcnews.go.com/US/wireStory/forecasters-hurricane-dorians-strength-makes-landfall-bahamas-ties-65328899 …). Learn more about these and other climate connections. Not too late to sign up! https://twitter.com/SDG_Academy/status/1168152585888501761 …,,@ @,#,1.1682638732936397e+18,https://twitter.com/MichaelEMann/status/1168263873293639680
1547,Michael E. Mann,MichaelEMann,2019-09-01 21:31,319,605,"# Dorian is near perfect from a meteorological perspective, horrific from a threat perspective. And undoubtedly fueled by bathtub-warm sea surface temperatures tied to human-caused climate change. https://twitter.com/DrShepherd2013/status/1168192541172424705 …",,,#,1.168229995896025e+18,https://twitter.com/MichaelEMann/status/1168229995896025088
1548,Michael E. Mann,MichaelEMann,2019-08-30 19:34,91,113,"How Heat Waves Work (and Why They're Getting Worse): A new report shows how every part of America will bear the load of climate change."" by David Grossman for Popular Mechanics ( @ PopMech):https://www.popularmechanics.com/science/environment/a28638742/what-is-a-heat-wave/ …""",,@,,1.167475641706586e+18,https://twitter.com/MichaelEMann/status/1167475641706586114
1549,Michael E. Mann,MichaelEMann,2019-08-29 22:26,90,245,"New poll shows that majority of Americans now see climate change as an emergency"". @ AliVelshi discusses. Coming up now on @ MSNBC @ VelshiRuhle...""",,@ @ @,,1.1671565982776238e+18,https://twitter.com/MichaelEMann/status/1167156598277623810
1550,Michael E. Mann,MichaelEMann,2019-08-28 20:08,99,249,"We've seen the enrollment for our climate MOOC double in the last 3 weeks. Up to 3,300+ now -- a pretty incredible leap given the course hasn't even started. If it doubles again within the first month, as we hope, it will put us at the top of @ SDG_Academy's enrollments. Join us!https://twitter.com/SDG_Academy/status/1166447835342090241 …",,@,,1.1667595209467986e+18,https://twitter.com/MichaelEMann/status/1166759520946798593
1551,Michael E. Mann,MichaelEMann,2019-08-28 05:03,101,114,"How Amazon Forest Loss May Affect Water—And Climate—Far Away"" by @ CraigAWelch for National Geographic ( @ NatGeo):https://www.nationalgeographic.com.au/nature/how-amazon-forest-loss-may-affect-waterand-climatefar-away.aspx …""",,@ @,,1.1665317487983534e+18,https://twitter.com/MichaelEMann/status/1166531748798353410
1552,Michael E. Mann,MichaelEMann,2019-08-27 06:37,349,955,My interview with @ Lawrence @ MSNBC @ TheLastWord on Trump's idea to nuke hurricanes. Conclusion: really bad idea. Better idea? Not dismissing climate change as a Chinese hoax and actually doing something about the underlying cause of more damaging storms: https://www.msnbc.com/the-last-word/watch/trump-talk-using-nuclear-weapons-on-hurricanes-67512901711 …,,@ @ @,,1.1661930427196948e+18,https://twitter.com/MichaelEMann/status/1166193042719694848
1553,Michael E. Mann,MichaelEMann,2019-08-26 20:25,87,319,"How @ realDonaldTrump Trump SHOULD have answered the question he was asked at the @ G7 summit about how best to tackle climate change: Make sure I don't get a second term""""",,@ @,,1.1660389399306363e+18,https://twitter.com/MichaelEMann/status/1166038939930636290
1554,Michael E. Mann,MichaelEMann,2019-08-26 03:48,32,88,"Thanks--that's what is most disgusting. Climate change denier trolls are helping sell the future of our children and grandchildren to the highest bidder, whether or not they even realize it (some do, while many are dupes). https://twitter.com/MichRogCook/status/1165786256711868422 …",,,,1.1657881477179843e+18,https://twitter.com/MichaelEMann/status/1165788147717984261
1555,Michael E. Mann,MichaelEMann,2019-08-25 23:15,68,170,"Just to be as crystal clear as I can possibly be here, what denialists are celebrating in the end zone is the fact that climate change denier Tim Ball is too old and infirm to defend his statements, and nobody buys what he has to say anyway. https://twitter.com/MichaelEMann/status/1165689301021204480 …",,,,1.1657194284089917e+18,https://twitter.com/MichaelEMann/status/1165719428408991747
1556,Michael E. Mann,MichaelEMann,2019-08-25 21:50,78,230,A lot of them are bots and paid trolls. It's the preferred method of warfare by the climate change denial/delay machine. Heck--it got them a climate change-denying POTUS and a White House that is a wholly owned subsidiary of ExxonMobil. Much more on this in my next book! https://twitter.com/Soronya/status/1165696130732179456 …,,,,1.1656979732312064e+18,https://twitter.com/MichaelEMann/status/1165697973231206400
1557,Michael E. Mann,MichaelEMann,2019-08-25 21:43,46,182,"If democrats don't defeat Trump and win back the senate in the next election, it's game over for the climate. How about we do that and get @ JayInslee confirmed as Climate Czar"".""",,@,,1.165696254556496e+18,https://twitter.com/MichaelEMann/status/1165696254556495872
1558,Michael E. Mann,MichaelEMann,2019-08-25 18:05,508,937,"climate change deniers are hyping some of the same old lies this morning (because lies & obfuscation are all they have now). So let's get a few things straight: 1. The Hockey Stick"" data & code are all available & have been for more than a decade http://www.meteo.psu.edu/holocene/public_html/shared/research/MANNETAL98/ … (thread)""",,,,1.1656414395329864e+18,https://twitter.com/MichaelEMann/status/1165641439532986368
1559,Michael E. Mann,MichaelEMann,2019-08-24 02:21,82,102,"Thousands of wildfires in Brazil threaten to heat up the pace of climate change"" | My interview with @ thisMollyDaly of @ KYWNewsradio: https://kywnewsradio.radio.com/articles/news/brazil-wildfires-threaten-heat-pace-climate-change …""",,@ @,,1.1650413731727032e+18,https://twitter.com/MichaelEMann/status/1165041373172703233
1560,Michael E. Mann,MichaelEMann,2019-08-23 21:13,22,95,"Fixed the tweet for ya A dangerous new form of climate denialism is making the rounds"" by @ DrAndreaDutton and @ MichaelEMannhttps://twitter.com/jmagreen/status/1164962030769627136 …""",,@ @,,1.1649639009132708e+18,https://twitter.com/MichaelEMann/status/1164963900913270785
1561,Michael E. Mann,MichaelEMann,2019-08-22 20:59,125,175,"A Dangerous New Form of Climate Denialism Is Making the Rounds"" | @ Newsweek commentary by @ DrAndreaDutton & me on @ MarcoRubio's dismissive recent comments about climate change & sea level rise: https://www.newsweek.com/dangerous-new-form-climate-denialism-making-rounds-opinion-1455736 …""",,@ @ @,,1.1645978727608975e+18,https://twitter.com/MichaelEMann/status/1164597872760897536
1562,Michael E. Mann,MichaelEMann,2019-08-22 04:22,130,631,Disappointed to hear this @ JayInslee. Please don’t stop campaigning on climate my friend. We need you! https://twitter.com/LarrySabato/status/1164346161500528641 …,,@,,1.1643470477446144e+18,https://twitter.com/MichaelEMann/status/1164347047744614400
1563,Michael E. Mann,MichaelEMann,2019-08-22 03:29,110,175,"If you blink, you'll miss my comments on Amazon fires & climate change on @ NBCNightlyNews tonight. For further context, watch my considerably longer interview with @ AliVelshi earlier this afternoon on @ MSNBC @ VelshiRuhle:https://www.msnbc.com/ali-velshi/watch/climate-scientist-on-impact-of-amazon-rain-forest-fires-66900037978 …",,@ @ @ @,,1.1643338517637284e+18,https://twitter.com/MichaelEMann/status/1164333851763728384
1564,Michael E. Mann,MichaelEMann,2019-08-22 00:41,224,277,“Climate scientist on impact of Amazon rain forest fires” | My interview this afternoon with @ AliVelshi on @ MSNBC @ VelshiRuhle: https://www.msnbc.com/ali-velshi/watch/climate-scientist-on-impact-of-amazon-rain-forest-fires-66900037978 …,,@ @ @,,1.1642913355847188e+18,https://twitter.com/MichaelEMann/status/1164291335584718854
1565,Michael E. Mann,MichaelEMann,2019-08-21 23:41,38,65,Tonight on @ NBCNightlyNews I talk with Anne Thompson (aka @AnnNBCNews) about the record Amazon wildfires & larger environmental & climate change implications: https://www.nbcnews.com/nightly-news,,@ @AnnNBCNews,,1.1642764618109665e+18,https://twitter.com/MichaelEMann/status/1164276461810966528
1566,Michael E. Mann,MichaelEMann,2019-08-21 20:44,37,106,Will be on @ MSNBC @ VelshiRuhle again this afternoon (~3:45 PM ET) to talk with @ AliVelshi about the relationship between climate change & the massive wildfires we're seeing right now from the Amazon to the Arctic... https://www.msnbc.com/velshi-ruhle,,@ @ @,,1.1642318167458038e+18,https://twitter.com/MichaelEMann/status/1164231816745803777
1567,Michael E. Mann,MichaelEMann,2019-08-20 21:44,62,158,"As I've noted (https://twitter.com/MichaelEMann/status/1162091484218298369 …), the newest front in the war on climate action involves driving wedges within the climate movement. This is a case in point as nicely evinced by @ KHayhoe. This is a focus of my next book (more on this soon--watch this space!).https://twitter.com/KHayhoe/status/1163851874921005057 …",,@,,1.1638844421900452e+18,https://twitter.com/MichaelEMann/status/1163884442190045185
1568,Michael E. Mann,MichaelEMann,2019-08-18 06:03,2073,5365,"To be clear, take the fossil fuel industry-funded disinformation campaign out of the equation & the climate problem would have been solved decades ago. So don't tell me the problem is hopelessly complicated. Our politics may be hopefully compromised-but that's different matter.",,,,1.162923050444165e+18,https://twitter.com/MichaelEMann/status/1162923050444165120
1569,Michael E. Mann,MichaelEMann,2019-08-16 23:57,270,1182,Best time to stop denying climate change is now too Senator... https://twitter.com/JohnCornyn/status/1162388656352460800 …,,,,1.1624685209800335e+18,https://twitter.com/MichaelEMann/status/1162468520980033536
1570,Michael E. Mann,MichaelEMann,2019-08-16 23:52,22,94,Maybe someone (ahem @ BetoORourke) needs to unseat this climate change denier... https://twitter.com/BadAstronomer/status/1162466613452394496 …,,@,,1.1624671866251305e+18,https://twitter.com/MichaelEMann/status/1162467186625130496
1571,Michael E. Mann,MichaelEMann,2019-08-15 15:52,111,133,"Alaska's Governor Is Sabotaging a Crucial Tool in the Fight Against Climate Change"" | My latest commentary in @ Newsweek:https://www.newsweek.com/alaskas-governor-sabotaging-crucial-tool-fight-against-climate-change-opinion-1454383 …""",,@,,1.161983911259517e+18,https://twitter.com/MichaelEMann/status/1161983911259516929
1572,Michael E. Mann,MichaelEMann,2019-08-14 02:51,90,195,"It's all in the framing: Legitimate science now constitutes a staggering 14% of @ FoxNews climate segments"" https://twitter.com/hvw_intl/status/1161408083802939393 …""",,@,,1.1614250311398769e+18,https://twitter.com/MichaelEMann/status/1161425031139876865
1573,Michael E. Mann,MichaelEMann,2019-08-13 16:17,57,280,"Anyone who follows me know that this is a baseless smear, not unlike the smears by climate change deniers. I call out those who misrepresent the science regardless of motive. But this is a useful reminder that doomsdayers are every bit as toxic to the climate discourse as deniers https://twitter.com/marion_daniels/status/1161262725563133953 …",,,,1.1612655533921894e+18,https://twitter.com/MichaelEMann/status/1161265553392189440
1574,Michael E. Mann,MichaelEMann,2019-08-12 01:21,57,133,Fortunately the # HockeyStick is not predictive. Our climate future is largely in our own hands. Depends on whether or not we choose to act now... https://twitter.com/GabeFilippelli/status/1160677014195572736 …,,,#,1.1606775364913316e+18,https://twitter.com/MichaelEMann/status/1160677536491331584
1575,Michael E. Mann,MichaelEMann,2019-08-11 23:58,282,679,"There is no silver bullet Andrew. Any viable climate solution must be multi-pronged. Getting off fossil fuels is paramount. But there is also ample opportunity for mitigation elsewhere e.g. reforestation, regenerative, AG, etc. Must fire on all cylinders.. https://twitter.com/AndrewDessler/status/1160655026651652096 …",,,,1.1606567136426312e+18,https://twitter.com/MichaelEMann/status/1160656713642631170
1576,Michael E. Mann,MichaelEMann,2019-08-08 16:57,56,177,"And of course the climate change hoax""... You just need to understand the # FoxLexicon: ""hoax"" means ""real problem we must deny because it poses a threat to our right-wing agenda""https://twitter.com/dana1981/status/1158976414227423235 …""",,,#,1.1594637682603172e+18,https://twitter.com/MichaelEMann/status/1159463768260317184
1577,Michael E. Mann,MichaelEMann,2019-08-08 16:55,20,46,"Will be talking about new # IPCC special land"" report on climate change contributions from agriculture/food production & land use + opportunities for mitigation TODAY (Thurs) 1pm ET with @ CAmanpour of @ CNNi/ @ PBS @ AmanpourCoPBS:https://www.cnn.com/shows/amanpour""",,@ @ @ @,#,1.1594630199838884e+18,https://twitter.com/MichaelEMann/status/1159463019983888384
1578,Michael E. Mann,MichaelEMann,2019-08-06 20:30,191,359,“CLIMATE CHANGE IS FINALLY ON THE AGENDA FOR 2020. BUT IS IT TOO LATE FOR DEBATING? | My latest commentary for @ Newsweek:https://www.newsweek.com/climate-change-debate-too-late-1452759 …,,@,,1.158792401550545e+18,https://twitter.com/MichaelEMann/status/1158792401550544896
1579,Michael E. Mann,MichaelEMann,2019-08-05 23:08,69,125,"I comment on the deliberate recent shift toward a 'kinder, gentler' form of climate change denial by fossil fuel industry front groups like the # HeartlandInstitute in the @ CSMonitor (courtesy of @ sjmontlake):https://www.csmonitor.com/Environment/2019/0805/What-does-climate-change-have-to-do-with-socialism …",,@ @,#,1.1584697688710676e+18,https://twitter.com/MichaelEMann/status/1158469768871067651
1580,Michael E. Mann,MichaelEMann,2019-08-05 04:30,182,260,"Will it soon be too late to save the climate?"" via @ DWNews @ DeutscheWelle:https://www.dw.com/en/will-it-soon-be-too-late-to-save-the-climate/a-49889771 …""",,@ @,,1.1581885178912358e+18,https://twitter.com/MichaelEMann/status/1158188517891235840
1581,Michael E. Mann,MichaelEMann,2019-08-05 00:34,11,93,"My office for the next two days, looking out on Sag Harbor Long Island. Looking forward to our panel tomorrow, “The Youth Climate Movement Could Save the Planet” at @ guild_hall of East Hampton (7 PM ET)pic.twitter.com/XVuvdxBpri",,@,,1.158129011563909e+18,https://twitter.com/MichaelEMann/status/1158129011563909121
1582,Michael E. Mann,MichaelEMann,2019-08-03 22:57,250,452,"There are no coincidences, w/ climate denial. Denial machine (Murdoch media etc) is currently engaged in a coordinated attack on the youth climate movement--BECAUSE it's having an impact. And so we get: https://www.theguardian.com/media/2019/aug/02/andrew-bolts-mocking-of-greta-thunberg-leaves-autism-advocates-disgusted … https://www.nytimes.com/2019/08/02/opinion/climate-change-greta-thunberg.html …https://wattsupwiththat.com/2019/08/03/xr-unglued-cache-of-documents-exposes-green-menace-of-the-extinction-rebellion-xrgate/ …",,,,1.1577422605550592e+18,https://twitter.com/MichaelEMann/status/1157742260555059200
1583,Michael E. Mann,MichaelEMann,2019-08-03 21:07,80,230,Add this to the ever-growing file (https://www.inquirer.com/philly/news/politics/scott-wagner-pa-gop-pennsylvania-governors-race-nominee-climate-change-activist-20180719.html … ) of fact-challenged old white guys telling girls they don’t understand climate change only for it to become painfully obvious that the opposite is true..,,,,1.1577147156631101e+18,https://twitter.com/MichaelEMann/status/1157714715663110144
1584,Michael E. Mann,MichaelEMann,2019-08-03 05:10,687,2425,"Mr. Caldwell dismisses @ GretaThunberg & other youth climate activists as agenda- rather than science-driven, but ironically betrays *his* antiscience agenda in dismissing @ metofficeUK extreme event attribution as political"". You can do better @ NYTimes!https://www.nytimes.com/2019/08/02/opinion/climate-change-greta-thunberg.html …""",,@ @ @,,1.157473788608602e+18,https://twitter.com/MichaelEMann/status/1157473788608602112
1585,Michael E. Mann,MichaelEMann,2019-08-02 21:19,10,72,Extremely kind of you to say my friend. The youth climate movement is indeed what keeps me young. It gives me the inspiration to fight on in this battle for a livable climate. https://twitter.com/JeromeFosterII/status/1157354865242320898 …,,,,1.1573553014457426e+18,https://twitter.com/MichaelEMann/status/1157355301445742593
1586,Michael E. Mann,MichaelEMann,2019-08-02 21:05,22,166,"Thanks. I would like to consider myself an honorary member of the Youth Climate Movement. That's pending, of course, the approval of @ JeromeFosterII, @ AlexandriaV2005 & the others. And I suppose @ GretaThunberg get's final sayhttps://twitter.com/XQAmerica/status/1157350964535259142 …",,@ @ @,,1.1573516831372e+18,https://twitter.com/MichaelEMann/status/1157351683137200128
1587,Michael E. Mann,MichaelEMann,2019-08-02 19:27,27,56,I like the term “threat multiplier” (often used for example in the context of national security implications of climate change) https://twitter.com/AndrewDessler/status/1157302690403291136 …,,,,1.1573271726731633e+18,https://twitter.com/MichaelEMann/status/1157327172673163264
1588,Michael E. Mann,MichaelEMann,2019-08-02 17:19,28,54,"We don't need a formal attribution analysis to tell us that the record heat this summer is tied to climate change. But such analyses are useful, limitations notwithstanding (in my view, they under-attribute the role of climate change if anything: https://www.washingtonpost.com/opinions/its-not-rocket-science-climate-change-was-behind-this-summers-extreme-weather/2018/11/02/b8852584-dea9-11e8-b3f0-62607289efee_story.html …)https://twitter.com/wolfgangcramer/status/1157293200635289601 …",,,,1.1572947948690514e+18,https://twitter.com/MichaelEMann/status/1157294794869051392
1589,Michael E. Mann,MichaelEMann,2019-08-01 05:48,49,134,"Who mentions # climate in closing statements? @ BilldeBlasio: N @ MichaelBennet: Y @ JayInslee: Y [!] @ SenGillibrand: N @ TulsiGabbard: N [clean water/air""] @ JulianCastro: N @ AndrewYang: N @ CoryBooker: N @ KamalaHarris: N @ JoeBiden: N [""science over fiction""] Score: 20% # DemDebate""",,@ @ @ @ @ @ @ @ @ @,# #,1.1567585960650916e+18,https://twitter.com/MichaelEMann/status/1156758596065091584
1590,Michael E. Mann,MichaelEMann,2019-08-01 05:36,553,2707,Wow -- @ JayInslee using his entire closing statement to emphasize that (a) climate change is the single greatest challenge we (b) taking on the fossil fuel industry is essential if we are to move toward a clean energy economy & defeat climate change. # DemDebate,,@,#,1.1567555371760148e+18,https://twitter.com/MichaelEMann/status/1156755537176014853
1591,Michael E. Mann,MichaelEMann,2019-08-01 05:26,55,337,"Now, out of left field, @ MichaelBennet: Donald Trump should be the last climate change denier that's ever in the white house"" # AmenBrother # DemDebate""",,@,# #,1.156753098699944e+18,https://twitter.com/MichaelEMann/status/1156753098699943938
1592,Michael E. Mann,MichaelEMann,2019-08-01 05:11,20,109,But opening & closing statements really speak to the priorities of these candidates. Climate change SHOULD be the top priority. Only 1/10 candidates ( @ JayInslee) mentioned in opening statement (https://twitter.com/MichaelEMann/status/1156722978136178689 …). Let's hope they do better w/ closing statements. # DemDebate,,@,#,1.1567493350712525e+18,https://twitter.com/MichaelEMann/status/1156749335071252481
1593,Michael E. Mann,MichaelEMann,2019-08-01 05:08,53,312,Absolutely. I think the climate twittersphere can take a bit of credit here https://twitter.com/billmckibben/status/1156747980495568896 …,,,,1.1567486256131318e+18,https://twitter.com/MichaelEMann/status/1156748625613131777
1594,Michael E. Mann,MichaelEMann,2019-08-01 04:48,62,222,"Says @ CoryBooker, That is kindergarten"" -- simply meeting obligations under Paris treaty isn't near enough. Must go much more than that if we are to avert catastrophic climate change. It's true. Paris alone gets us less than half way to stabilizing warming below 2C. # DemDebate""",,@,#,1.156743375401472e+18,https://twitter.com/MichaelEMann/status/1156743375401472000
1595,Michael E. Mann,MichaelEMann,2019-08-01 04:46,40,127,Interesting exchange between @ CoryBooker & @ JayInslee. Who is best on climate. I don't think there's any question. It's Inslee. # DemDebate,,@ @,#,1.1567428592588268e+18,https://twitter.com/MichaelEMann/status/1156742859258826752
1596,Michael E. Mann,MichaelEMann,2019-08-01 04:44,30,91,"The greatest threat to humanity is human-caused climate change"" - @ SenGillibrand. Suggest a green energy race/Apollo project-like effort on renewable energy climate. Says a price on carbon is essential. # Agreed # DemDebate""",,@,# #,1.1567425262394122e+18,https://twitter.com/MichaelEMann/status/1156742526239412226
1597,Michael E. Mann,MichaelEMann,2019-08-01 04:43,11,50,"Senator @ KamalaHarris calls out Trump for his antiscientific climate change denialist rhetoric, and points that ANY Democrat would be much better on climate than Trump. This is of course trivially true. # DemDebate",,@,#,1.1567421157093786e+18,https://twitter.com/MichaelEMann/status/1156742115709378561
1598,Michael E. Mann,MichaelEMann,2019-08-01 04:42,34,58,Now @ JayInslee saying that @ JoeBiden's plan isn't aggressive enough when it comes to decarbonizing our economy and limiting climate change. I've had some gentle criticism of that plan myself: https://grist.org/article/joe-biden-looks-to-revive-obamas-climate-plan-scientists-say-thats-not-good-enough/ … # DemDebate,,@ @,#,1.1567418616268431e+18,https://twitter.com/MichaelEMann/status/1156741861626843137
1599,Michael E. Mann,MichaelEMann,2019-08-01 04:40,105,366,"Now @ AndrewYang says we're already late in acting on climate, and implies we'll need to both mitigate additional climate change and adapt to that which is already baked in. A good point. # DemDebate",,@,#,1.1567415422767514e+18,https://twitter.com/MichaelEMann/status/1156741542276751360
1600,Michael E. Mann,MichaelEMann,2019-08-01 04:39,38,91,Now @ JayInslee asked why he's characterized # climatechange as greatest crisis we face. Correctly notes the linkage between climate change & unprecedented dangerous weather extremes (my @ WashingtonPost op-ed on that topic: https://www.washingtonpost.com/opinions/its-not-rocket-science-climate-change-was-behind-this-summers-extreme-weather/2018/11/02/b8852584-dea9-11e8-b3f0-62607289efee_story.html?utm_term=.1ec9fc3fc0ec …) # DemDebate,,@ @,# #,1.156741103317594e+18,https://twitter.com/MichaelEMann/status/1156741103317594113
1601,Michael E. Mann,MichaelEMann,2019-08-01 04:34,37,166,Kudos to @ JayInslee for calling for the elimination of the filibuster. Arguably it is the reason we haven't gotten a climate bill... # DemDebate,,@,#,1.156739842027479e+18,https://twitter.com/MichaelEMann/status/1156739842027479048
1602,Michael E. Mann,MichaelEMann,2019-07-31 19:05,22,38,"most important of all, the terms climate change"" and ""climate crisis"" are not interchangeable. ""Climate Change"" is the most appropriate scientific term to describe the physical phenomenon in question and in a *scientific* context it's what should be used: https://twitter.com/MichaelEMann/status/1153424864646238208 …""",,,,1.1565967570249236e+18,https://twitter.com/MichaelEMann/status/1156596757024923649
1603,Michael E. Mann,MichaelEMann,2019-07-31 04:34,15,55,"Now @ BetoORourke: we need to bring EVERYONE into the [climate] solution, grow the economy and tackle climate change at same time. # DemDebate",,@,#,1.1563776607607767e+18,https://twitter.com/MichaelEMann/status/1156377660760776704
1604,Michael E. Mann,MichaelEMann,2019-07-31 04:33,21,62,Bullock points out that fire seasons are 80 days longer in the west [because of climate change]. That's true. We've seen a tripling of wildfire extent in western U.S. in just a few decades. # DemDebate,,,#,1.1563774019764142e+18,https://twitter.com/MichaelEMann/status/1156377401976414215
1605,Michael E. Mann,MichaelEMann,2019-07-31 03:58,31,106,"Now we're onto gun violence and failure thus far to pass meaningful gun reform. It's really the same problem as climate change. Vested interests (be it NRA or fossil fuel industry) who have blocked efforts to solve the problem, and the politicians they've bought off. # DemDebate",,,#,1.1563684846553457e+18,https://twitter.com/MichaelEMann/status/1156368484655345665
1606,Michael E. Mann,MichaelEMann,2019-07-31 03:47,51,71,"Now we're onto immigration and the border crisis. In other words, climate change: https://www.texasobserver.org/climate-change-migration-central-america-united-states/ … # DemDebate",,,#,1.156365754788434e+18,https://twitter.com/MichaelEMann/status/1156365754788433925
1607,Michael E. Mann,MichaelEMann,2019-07-31 02:40,11,52,Note that this sort of conspiratorial ideation is virtually indistinguishable from the antiscientific rhetoric the *right* uses against climate scientists. That's sort of interesting. Isn't it? https://twitter.com/sooverthis123/status/1156307730224648193 …,,,,1.1563487971250872e+18,https://twitter.com/MichaelEMann/status/1156348797125087232
1608,Michael E. Mann,MichaelEMann,2019-07-28 17:26,493,535,"Think the heatwave was bad? Climate already hitting key tipping points"" by @ Matthew_Green for @ Reuters:https://www.reuters.com/article/us-climate-change-heatwaves/think-the-heatwave-was-bad-climate-already-hitting-key-tipping-points-idUSKCN1UN065 …""",,@ @,,1.1554847745107927e+18,https://twitter.com/MichaelEMann/status/1155484774510792705
1609,Michael E. Mann,MichaelEMann,2019-07-27 22:56,461,563,"At least 20 people have died from Europe’s extreme heat. The Arctic caught on fire. This is what climate change looks like"" by @ AylinWoodward for @ BusinessInsider:https://www.businessinsider.sg/summer-heat-waves-wildfires-link-to-climate-change-2019-7/ …""",,@ @,,1.1552053285412946e+18,https://twitter.com/MichaelEMann/status/1155205328541294602
1610,Michael E. Mann,MichaelEMann,2019-07-26 21:06,9,36,"Right--climate denialists, like Trumpers, have created a perfect epistemically-closed bubble. They are immune to facts, logic, and honest discourse...",,,,1.1548153045659648e+18,https://twitter.com/MichaelEMann/status/1154815304565964800
1611,Michael E. Mann,MichaelEMann,2019-07-25 20:04,24,58,Hey fellow climate scientists: Please consider signing on. Thanks! https://twitter.com/coralsncaves/status/1154407156600508421 …,,,,1.1544372425024307e+18,https://twitter.com/MichaelEMann/status/1154437242502430720
1612,Michael E. Mann,MichaelEMann,2019-07-25 18:03,56,310,"In the latest # ScienceRules podcast, I talk with @ BillNye The Science Guy & @ CoreySPowell about the science, impacts & politics about climate change --oh, and we answer call-in questions! Check it out! https://podcasts.apple.com/us/podcast/your-climate-change-reality-check/id1460716677?i=1000445271048 …",,@ @,#,1.154406896935297e+18,https://twitter.com/MichaelEMann/status/1154406896935297024
